LCLID,timestamp,year,energy
MAC000002,10/18/2012 4:00:00 AM,2012,0.166
MAC000002,10/18/2012 4:30:00 AM,2012,0.109
MAC000002,10/18/2012 5:00:00 AM,2012,0.166
MAC000002,10/18/2012 5:30:00 AM,2012,0.106
MAC000002,10/18/2012 6:00:00 AM,2012,0.165
MAC000002,10/18/2012 6:30:00 AM,2012,0.102
MAC000002,10/18/2012 7:00:00 AM,2012,0.164
MAC000002,10/18/2012 7:30:00 AM,2012,0.103
MAC000002,10/18/2012 8:00:00 AM,2012,0.173
MAC000002,10/18/2012 8:30:00 AM,2012,0.145
MAC000002,10/18/2012 9:00:00 AM,2012,0.366
MAC000002,10/18/2012 9:30:00 AM,2012,0.187
MAC000002,10/18/2012 10:00:00 AM,2012,0.194
MAC000002,10/18/2012 10:30:00 AM,2012,0.19
MAC000002,10/18/2012 11:00:00 AM,2012,0.192
MAC000002,10/18/2012 11:30:00 AM,2012,0.313
MAC000002,10/18/2012 12:00:00 PM,2012,0.125
MAC000002,10/18/2012 12:30:00 PM,2012,0.139
MAC000002,10/18/2012 1:00:00 PM,2012,0.127
MAC000002,10/18/2012 1:30:00 PM,2012,0.144
MAC000002,10/18/2012 2:00:00 PM,2012,0.122
MAC000002,10/18/2012 2:30:00 PM,2012,0.149
MAC000002,10/18/2012 3:00:00 PM,2012,0.119
MAC000002,10/18/2012 3:30:00 PM,2012,0.151
MAC000002,10/18/2012 4:00:00 PM,2012,0.113
MAC000002,10/18/2012 4:30:00 PM,2012,0.154
MAC000002,10/18/2012 5:00:00 PM,2012,0.151
MAC000002,10/18/2012 5:30:00 PM,2012,0.228
MAC000002,10/18/2012 6:00:00 PM,2012,0.112
MAC000002,10/18/2012 6:30:00 PM,2012,0.185
MAC000002,10/18/2012 7:00:00 PM,2012,0.897
MAC000002,10/18/2012 7:30:00 PM,2012,0.332
MAC000002,10/18/2012 8:00:00 PM,2012,0.775
MAC000002,10/18/2012 8:30:00 PM,2012,0.716
MAC000002,10/18/2012 9:00:00 PM,2012,0.614
MAC000002,10/18/2012 9:30:00 PM,2012,0.219
MAC000002,10/18/2012 10:00:00 PM,2012,0.178
MAC000002,10/18/2012 10:30:00 PM,2012,0.193
